<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.02.19	1.39725	1.40362	1.39511	1.40043	88575	0	0
2021.02.22	1.40092	1.40861	1.39803	1.40608	98081	0	0
2021.02.23	1.40608	1.41172	1.40543	1.41126	90005	0	0
2021.02.24	1.41125	1.42409	1.40821	1.41389	114088	0	0
2021.02.25	1.41378	1.41817	1.40001	1.40070	140714	0	3
2021.02.26	1.40091	1.40262	1.38877	1.39270	175108	0	3
2021.03.01	1.39284	1.39991	1.39038	1.39247	123418	0	3
2021.03.02	1.39241	1.39769	1.38588	1.39517	103137	0	2
2021.03.03	1.39515	1.40062	1.39207	1.39486	93768	0	3
2021.03.04	1.39478	1.40165	1.38799	1.38936	118092	0	3
2021.03.05	1.38927	1.39065	1.37778	1.38289	102544	0	7
2021.03.08	1.37976	1.38645	1.37976	1.38198	139361	0	9
2021.03.09	1.38202	1.39250	1.38014	1.38866	127174	0	7
2021.03.10	1.38855	1.39377	1.38449	1.39332	116565	0	7
2021.03.11	1.39331	1.39950	1.39170	1.39900	104527	0	4
2021.03.12	1.39891	1.40046	1.38628	1.39186	107228	0	0
2021.03.15	1.39165	1.39496	1.38530	1.39001	94265	0	4
2021.03.16	1.38996	1.39056	1.38088	1.38915	90777	0	7
2021.03.17	1.38924	1.39703	1.38505	1.39593	95970	0	4
2021.03.18	1.39592	1.40009	1.38969	1.39276	114472	0	8
2021.03.19	1.39277	1.39588	1.38304	1.38628	99995	0	7
2021.03.22	1.38366	1.38763	1.38171	1.38583	77649	0	4
2021.03.23	1.38583	1.38640	1.37401	1.37494	87848	0	3
2021.03.24	1.37494	1.37568	1.36736	1.36866	79756	0	5
2021.03.25	1.36866	1.37448	1.36698	1.37380	84825	0	2
2021.03.26	1.37376	1.38119	1.37324	1.37913	66464	0	4
2021.03.29	1.37762	1.38464	1.37548	1.37598	67536	0	4
2021.03.30	1.37601	1.37832	1.37057	1.37390	66153	0	4
2021.03.31	1.37385	1.38115	1.37156	1.37797	68626	0	3
2021.04.01	1.37816	1.38360	1.37458	1.38316	65157	0	2
2021.04.02	1.38320	1.38514	1.38096	1.38311	59311	0	4
2021.04.05	1.38104	1.39130	1.38104	1.38986	42332	0	3
2021.04.06	1.38986	1.39182	1.38016	1.38221	59929	0	4
2021.04.07	1.38217	1.38393	1.37238	1.37371	66480	0	5
2021.04.08	1.37370	1.37822	1.37184	1.37325	54799	0	5
2021.04.09	1.37319	1.37504	1.36696	1.37020	54094	0	2
2021.04.12	1.37012	1.37760	1.36684	1.37387	52659	0	2
2021.04.13	1.37401	1.37682	1.36934	1.37507	57974	0	3
2021.04.14	1.37500	1.38081	1.37459	1.37773	46068	0	4
2021.04.15	1.37773	1.38085	1.37611	1.37829	49938	0	3
2021.04.16	1.37824	1.38404	1.37157	1.38401	46776	0	3
2021.04.19	1.38244	1.39922	1.38092	1.39846	60799	0	1
2021.04.20	1.39853	1.40087	1.39257	1.39371	53523	0	3
2021.04.21	1.39371	1.39492	1.38856	1.39271	49579	0	0
2021.04.22	1.39272	1.39496	1.38238	1.38383	57259	0	0
2021.04.23	1.38381	1.38955	1.38304	1.38847	47414	0	0
2021.04.26	1.38690	1.39291	1.38642	1.38981	48121	0	0
2021.04.27	1.38980	1.39240	1.38588	1.39107	44130	0	0
2021.04.28	1.39110	1.39507	1.38611	1.39334	57540	0	0
2021.04.29	1.39331	1.39767	1.39267	1.39402	57206	0	0
2021.04.30	1.39401	1.39581	1.38027	1.38128	55150	0	0
2021.05.03	1.38071	1.39319	1.37971	1.39081	44596	0	0
2021.05.04	1.39083	1.39133	1.38382	1.38854	66494	0	0
2021.05.05	1.38856	1.39262	1.38763	1.39036	49297	0	0
2021.05.06	1.39046	1.39407	1.38567	1.38878	60052	0	0
2021.05.07	1.38878	1.40057	1.38824	1.39870	63862	0	0
2021.05.10	1.40044	1.41583	1.39941	1.41166	64391	0	0
2021.05.11	1.41166	1.41662	1.41041	1.41410	69324	0	0
2021.05.12	1.41411	1.41533	1.40500	1.40521	77579	0	0
2021.05.13	1.40520	1.40783	1.40059	1.40494	71362	0	0
2021.05.14	1.40488	1.41107	1.40358	1.40968	55757	0	0
2021.05.17	1.40942	1.41466	1.40775	1.41376	58020	0	0
2021.05.18	1.41360	1.42200	1.41297	1.41849	60879	0	0
2021.05.19	1.41857	1.42009	1.40995	1.41128	87478	0	0
2021.05.20	1.41129	1.41923	1.41012	1.41891	67175	0	0
2021.05.21	1.41891	1.42336	1.41408	1.41507	74035	0	0
2021.05.24	1.41414	1.41717	1.41116	1.41549	72344	0	0
2021.05.25	1.41546	1.42109	1.41155	1.41490	77592	0	0
2021.05.26	1.41486	1.41759	1.41124	1.41158	72102	0	0
2021.05.27	1.41166	1.42193	1.40914	1.42036	79555	0	0
2021.05.28	1.42025	1.42083	1.41364	1.41879	93219	0	0
2021.05.31	1.41744	1.42175	1.41637	1.42094	56182	0	0
2021.06.01	1.42091	1.42490	1.41466	1.41474	87524	0	0
2021.06.02	1.41474	1.41834	1.41118	1.41695	79231	0	0
2021.06.03	1.41693	1.42028	1.40864	1.41039	87842	0	0
2021.06.04	1.41039	1.42004	1.40832	1.41649	82651	0	0
2021.06.07	1.41534	1.41911	1.41115	1.41803	70474	0	0
2021.06.08	1.41801	1.41846	1.41211	1.41548	70483	0	0
2021.06.09	1.41551	1.41889	1.41098	1.41149	58488	0	0
2021.06.10	1.41127	1.41782	1.40733	1.41754	88058	0	0
2021.06.11	1.41759	1.41853	1.40960	1.41130	69973	0	0
2021.06.14	1.40944	1.41239	1.40704	1.41084	64116	0	0
2021.06.15	1.41065	1.41287	1.40344	1.40832	69053	0	0
2021.06.16	1.40809	1.41327	1.39823	1.39866	76444	0	0
2021.06.17	1.39850	1.40088	1.38959	1.39255	98640	0	0
2021.06.18	1.39227	1.39449	1.37919	1.37967	85454	0	0
2021.06.21	1.37942	1.39370	1.37864	1.39335	98520	0	0
2021.06.22	1.39325	1.39636	1.38603	1.39475	79823	0	0
2021.06.23	1.39455	1.40013	1.39239	1.39623	85334	0	0
2021.06.24	1.39625	1.39862	1.38896	1.39243	84381	0	0
2021.06.25	1.39219	1.39355	1.38715	1.38822	68767	0	0
2021.06.28	1.38692	1.39394	1.38692	1.38815	66410	0	0
2021.06.29	1.38785	1.38846	1.38140	1.38378	68034	0	0
2021.06.30	1.38364	1.38728	1.37987	1.38315	78479	0	0
2021.07.01	1.38296	1.38346	1.37529	1.37630	78040	0	0
2021.07.02	1.37603	1.38445	1.37316	1.38325	81494	0	0
2021.07.05	1.38152	1.38620	1.38152	1.38453	52563	0	0
2021.07.06	1.38438	1.38980	1.37730	1.37990	88159	0	0
2021.07.07	1.37990	1.38418	1.37539	1.38011	91411	0	0
2021.07.08	1.37990	1.38052	1.37422	1.37856	103148	0	0
2021.07.09	1.37851	1.39005	1.37553	1.38997	95030	0	0
2021.07.12	1.38884	1.39099	1.38392	1.38831	63511	0	0
2021.07.13	1.38804	1.39053	1.38001	1.38145	69080	0	0
2021.07.14	1.38129	1.38917	1.38016	1.38603	72391	0	0
2021.07.15	1.38591	1.38988	1.38050	1.38272	80362	0	0
2021.07.16	1.38249	1.38618	1.37604	1.37649	68129	0	0
2021.07.19	1.37622	1.37763	1.36549	1.36756	97325	0	0
2021.07.20	1.36753	1.36895	1.35719	1.36282	81704	0	0
2021.07.21	1.36257	1.37230	1.35913	1.37159	68186	0	0
2021.07.22	1.37135	1.37870	1.36907	1.37683	69280	0	0
2021.07.23	1.37656	1.37799	1.37199	1.37463	64967	0	0
2021.07.26	1.37524	1.38333	1.37366	1.38184	67174	0	0
2021.07.27	1.38164	1.38941	1.37669	1.38785	74665	0	0
2021.07.28	1.38772	1.39107	1.38433	1.39028	69406	0	0
2021.07.29	1.39007	1.39817	1.38980	1.39619	52882	0	0
2021.07.30	1.39599	1.39832	1.38875	1.39070	57825	0	0
2021.08.02	1.38912	1.39323	1.38756	1.38871	51441	0	0
2021.08.03	1.38849	1.39389	1.38703	1.39156	55199	0	0
2021.08.04	1.39139	1.39576	1.38857	1.38887	53446	0	0
2021.08.05	1.38876	1.39489	1.38722	1.39297	54628	0	0
2021.08.06	1.39268	1.39327	1.38613	1.38741	46149	0	0
2021.08.09	1.38692	1.38944	1.38407	1.38462	48863	0	0
2021.08.10	1.38468	1.38725	1.38277	1.38387	40653	0	0
2021.08.11	1.38359	1.38878	1.38028	1.38650	45137	0	0
2021.08.12	1.38667	1.38786	1.37950	1.38069	38648	0	0
2021.08.13	1.38037	1.38751	1.37906	1.38699	31019	0	0
2021.08.16	1.38487	1.38782	1.38278	1.38415	37997	0	0
2021.08.17	1.38395	1.38449	1.37261	1.37438	44858	0	0
2021.08.18	1.37391	1.37865	1.37237	1.37556	40776	0	0
2021.08.19	1.37535	1.37581	1.36321	1.36352	49391	0	0
2021.08.20	1.36352	1.36456	1.36022	1.36232	41071	0	0
2021.08.23	1.36092	1.37321	1.36076	1.37243	38589	0	0
2021.08.24	1.37219	1.37477	1.36938	1.37279	37615	0	0
2021.08.25	1.37270	1.37667	1.36968	1.37630	40706	0	0
2021.08.26	1.37612	1.37681	1.36895	1.36989	46009	0	0
2021.08.27	1.36971	1.37803	1.36797	1.37562	50054	0	0
2021.08.30	1.37510	1.37749	1.37338	1.37571	35296	0	0
2021.08.31	1.37556	1.38077	1.37428	1.37539	60312	0	0
2021.09.01	1.37528	1.37976	1.37304	1.37678	49793	0	0
2021.09.02	1.37677	1.38393	1.37653	1.38314	41536	0	0
2021.09.03	1.38320	1.38914	1.38179	1.38576	51197	0	0
2021.09.06	1.38544	1.38668	1.38185	1.38342	32732	0	0
2021.09.07	1.38318	1.38565	1.37677	1.37841	52051	0	0
2021.09.08	1.37812	1.37902	1.37263	1.37708	59473	0	0
2021.09.09	1.37706	1.38624	1.37532	1.38354	62580	0	0
2021.09.10	1.38347	1.38884	1.38252	1.38294	51028	0	0
2021.09.13	1.38224	1.38511	1.37967	1.38387	60032	0	0
2021.09.14	1.38367	1.39131	1.38032	1.38073	71959	0	0
2021.09.15	1.38063	1.38532	1.37920	1.38407	65057	0	0
2021.09.16	1.38388	1.38522	1.37642	1.37938	68707	0	0
2021.09.17	1.37914	1.38127	1.37265	1.37271	70609	0	0
2021.09.20	1.37252	1.37498	1.36406	1.36572	67117	0	0
2021.09.21	1.36577	1.36929	1.36412	1.36587	80175	0	0
2021.09.22	1.36576	1.36894	1.36092	1.36147	87955	0	0
2021.09.23	1.36151	1.37505	1.36092	1.37191	89935	0	0
2021.09.24	1.37180	1.37360	1.36581	1.36709	66186	0	0
2021.09.27	1.36644	1.37287	1.36567	1.36984	74688	0	0
2021.09.28	1.36983	1.37171	1.35205	1.35367	84958	0	0
2021.09.29	1.35346	1.35549	1.34117	1.34253	91870	0	0
2021.09.30	1.34243	1.35174	1.34155	1.34728	85852	0	0
2021.10.01	1.34707	1.35757	1.34334	1.35427	104235	0	0
2021.10.04	1.35418	1.36400	1.35316	1.36071	87095	0	0
2021.10.05	1.36059	1.36478	1.35845	1.36252	80438	0	0
2021.10.06	1.36228	1.36312	1.35438	1.35807	102954	0	0
2021.10.07	1.35805	1.36380	1.35703	1.36153	71095	0	0
2021.10.08	1.36135	1.36583	1.35835	1.36174	76490	0	0
2021.10.11	1.36144	1.36735	1.35839	1.35937	64760	0	0
2021.10.12	1.35925	1.36374	1.35688	1.35866	74361	0	0
2021.10.13	1.35856	1.36644	1.35752	1.36576	79341	0	0
2021.10.14	1.36564	1.37343	1.36502	1.36713	63142	0	0
2021.10.15	1.36695	1.37730	1.36675	1.37440	66921	0	0
2021.10.18	1.37439	1.37647	1.37095	1.37264	69613	0	0
2021.10.19	1.37259	1.38340	1.37202	1.37930	66229	0	0
2021.10.20	1.37896	1.38346	1.37424	1.38226	67139	0	0
2021.10.21	1.38215	1.38332	1.37762	1.37908	70979	0	0
2021.10.22	1.37889	1.38148	1.37358	1.37593	95483	0	0
2021.10.25	1.37366	1.37923	1.37366	1.37643	94582	0	0
2021.10.26	1.37642	1.38295	1.37566	1.37662	84815	0	0
2021.10.27	1.37620	1.37808	1.37094	1.37416	102619	0	0
2021.10.28	1.37391	1.38148	1.37218	1.37921	111555	0	0
2021.10.29	1.37919	1.38041	1.36683	1.36920	105326	0	0
2021.11.01	1.36807	1.36934	1.36419	1.36644	86460	0	0
2021.11.02	1.36638	1.36677	1.36051	1.36154	85631	0	0
2021.11.03	1.36125	1.36913	1.36072	1.36830	88068	0	0
2021.11.04	1.36833	1.36979	1.34712	1.34978	86362	0	0
2021.11.05	1.34945	1.35091	1.34242	1.34953	83922	0	0
2021.11.08	1.34812	1.35794	1.34501	1.35635	73915	0	0
2021.11.09	1.35631	1.36071	1.35242	1.35570	83371	0	0
2021.11.10	1.35565	1.35653	1.34004	1.34034	100547	0	0
2021.11.11	1.34003	1.34330	1.33583	1.33696	71584	0	0
2021.11.12	1.33659	1.33889	1.33527	1.33864	16191	0	0
